drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
water,Positive
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
scarcity,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
water,Positive
drop,Negative
drought,Negative
drought,Negative
water,Positive
scarcity,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
suicide,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
severe,Negative
drought,Negative
drought,Negative
drought,Negative
rude,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
water,Positive
water,Positive
scarcity,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
water,Positive
drought,Negative
drought,Negative
drought,Negative
love,Positive
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
water,Positive
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
scarcity,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
severe,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
scarcity,Negative
water,Positive
rude,Negative
rude,Negative
water,Positive
severe,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
severe,Negative
drought,Negative
drought,Negative
scarcity,Negative
water,Positive
rude,Negative
rude,Negative
water,Positive
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
water,Positive
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
scarcity,Negative
rude,Negative
drought,Negative
love,Positive
drought,Negative
water,Positive
scarcity,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
rude,Negative
severe,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
water,Positive
scarcity,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
severe,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
severe,Negative
drought,Negative
severe,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
water,Positive
water,Positive
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
water,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
drought,Negative
love,Positive
drought,Negative
drought,Negative
drought,Negative
drought,Negative
